5.301304002791734638e-01,6.264583721042609188e-01,4.452491676852494140e-01,6.529104017104142565e-01,6.410190058534942503e-01,3.657338534162516419e-01,5.747160965412709821e-01,4.080667430773574633e-01,4.601373445052917566e-01,6.103377175041526659e-01,2.000000000000000000e+00
4.333389234071333140e-01,4.606242905644601926e-01,5.693792336520239195e-01,3.325313328522695455e-01,6.034222739292253168e-01,3.611434118185771203e-01,3.669502578746522969e-01,6.451304963505204437e-01,3.310377654838826400e-01,3.585909545784143337e-01,0.000000000000000000e+00
6.087942838480392416e-01,7.245197644519024704e-01,2.661215992396880337e-01,4.303604055578102439e-01,5.253560716985126167e-01,2.181014574067267342e-01,6.063989413502769432e-01,3.885033589713288715e-01,4.168573671668719949e-01,5.722622820535776533e-01,2.000000000000000000e+00
5.978257275122063064e-01,5.947856075358141092e-01,7.130304822372225404e-01,4.335018962306831924e-01,6.537137260775686132e-01,6.310445034695914002e-01,2.820896274013034444e-01,5.926930867957143079e-01,4.517665822873977444e-01,7.155140875528223088e-01,1.000000000000000000e+00
6.150825527200524112e-01,5.412035909304783177e-01,5.516212965026581205e-01,6.287535666807191337e-01,6.524737013521412221e-01,6.235551938439886088e-01,4.570102362094396464e-01,4.760140501980618111e-01,4.243217816561208888e-01,5.143113057990960080e-01,1.000000000000000000e+00
6.092023079699389054e-01,4.021259487490174145e-01,4.258241417808654727e-01,5.011206475809873995e-01,6.292010233594798052e-01,4.818585055529295835e-01,5.133737997424431265e-01,5.930412319410764965e-01,3.557204675638992453e-01,4.702257946490296936e-01,1.000000000000000000e+00
5.487576262174048702e-01,5.689568039543755340e-01,6.456953802802478659e-01,6.822679854357931450e-01,5.531039227316179030e-01,6.476146755895787477e-01,6.364177104113484251e-01,6.254187898570753301e-01,4.586512279662993130e-01,7.419587787392026845e-01,1.000000000000000000e+00
3.511047691874463750e-01,5.701360061488917053e-01,4.942256906323205801e-01,6.707205716335853385e-01,3.194280190898232674e-01,6.917699720135526142e-01,5.020856032434316552e-01,5.350340556770486478e-01,4.685907996240279427e-01,5.036819963231713437e-01,1.000000000000000000e+00
4.494753620918364723e-01,6.350561506032292858e-01,4.557368952238990412e-01,6.742735234154784152e-01,3.720343667266407528e-01,6.330050492974359511e-01,5.167791309296205782e-01,4.314488179318951011e-01,3.676618363917402710e-01,4.694729541733547173e-01,1.000000000000000000e+00
5.546523032484177440e-01,2.880220969851179924e-01,2.977454691806994957e-01,6.421885350653990798e-01,5.374173457250147612e-01,4.831095408834205074e-01,3.223440729211293210e-01,4.674020787008237310e-01,4.029911024275943943e-01,3.399430836625578767e-01,0.000000000000000000e+00
