5.413172063412470258e-01,5.230568476311049375e-01,4.292155088705140731e-01,3.960761544229897679e-01,5.228532204913728387e-01,2.746618059030013770e-01,3.682674001337271075e-01,3.743446084739620039e-01,5.259147536476003193e-01,3.618440694850270090e-01,0.000000000000000000e+00
5.309109675232256409e-01,3.000468962106020987e-01,3.934610605901169844e-01,5.235809851605915943e-01,5.671454835295385299e-01,4.644624472465931908e-01,3.209482410202452174e-01,2.926176915975259307e-01,3.806552023402578477e-01,3.390419278476038967e-01,0.000000000000000000e+00
2.933185277346843645e-01,4.451811722707157415e-01,4.139086334616183804e-01,5.905645895335301931e-01,6.505916893770558040e-01,3.179608335248842454e-01,5.439632175350544996e-01,2.510256967776572923e-01,5.048193179503792649e-01,4.360718373248360091e-01,2.000000000000000000e+00
3.513347991476820642e-01,6.600463311261401955e-01,1.965114910983820906e-01,4.174076563969780773e-01,3.203273235518337425e-01,5.430610075257134017e-01,7.222360990573961637e-01,1.183598776736582009e-01,5.676565931645678464e-01,6.157092633527584402e-01,0.000000000000000000e+00
4.350029799549748333e-01,5.892976061861546766e-01,4.966417417709851900e-01,6.101323246114134236e-01,6.351113014168566773e-01,5.264496937472327165e-01,3.679951355495348908e-01,4.864758132328633744e-01,6.659672915773310331e-01,3.043114192042488120e-01,2.000000000000000000e+00
4.647866743432866876e-01,5.521294947413620813e-01,5.160790333906998262e-01,6.126344959417322489e-01,4.948324966507476330e-01,4.769589718192533412e-01,4.287311475396616278e-01,5.583625807610462788e-01,6.553088964961053531e-01,5.372788691170778952e-01,2.000000000000000000e+00
4.843724657338545070e-01,5.316651448891714926e-01,6.259858100514116286e-01,4.188537414692595218e-01,4.268170523099716895e-01,8.056875996632525405e-01,4.066679181802104193e-01,2.571988257873836226e-01,5.693661931124174291e-01,4.896841017560016884e-01,1.000000000000000000e+00
5.263196505632864453e-01,4.549193680150576125e-01,3.575118380457847356e-01,4.615844631949500565e-01,6.486615809752493966e-01,4.545235216908627973e-01,3.669641527366192535e-01,4.052003912843879507e-01,3.725247844582392220e-01,4.308047876224320172e-01,0.000000000000000000e+00
3.373940735059455798e-01,6.027066447357533052e-01,6.362317312726357699e-01,3.554485165664633128e-01,5.782446131900815800e-01,2.509054934946006732e-01,3.258881041273774537e-01,5.602610476899749781e-01,2.864132390050908028e-01,4.951596023320465889e-01,0.000000000000000000e+00
4.300989591087983621e-01,5.415799073944732589e-01,5.342717025178105317e-01,6.201495380273607250e-01,5.166949446682111979e-01,5.576961939688565018e-01,4.118832968394561256e-01,4.248700040716533177e-01,4.485338764527960764e-01,5.196217721200658834e-01,2.000000000000000000e+00
6.285267431623960954e-01,3.395840705207450183e-01,8.079754326128439912e-01,1.977089058160352020e-01,6.004404686041353578e-01,7.184868586461858886e-01,6.651951973042858901e-01,5.105677281146602242e-01,7.459789631676858601e-01,5.348510904595256132e-01,1.000000000000000000e+00
3.154109746216621768e-01,4.853092021663873989e-01,4.464555383671922617e-01,2.573613790631752440e-01,5.514095148227412535e-01,3.995253198764057712e-01,3.244090519311761955e-01,3.395979115473145016e-01,6.009163993203596732e-01,3.864381356059842787e-01,2.000000000000000000e+00
4.441034089460414447e-01,5.622481360232781666e-01,6.766811669830478104e-01,6.035012225485245629e-01,4.209606635524618112e-01,5.401274497018793141e-01,3.503769032568533337e-01,6.439824731612171504e-01,5.739175220326813154e-01,6.386091319731740379e-01,1.000000000000000000e+00
4.900688985448408141e-01,6.295928408557140976e-01,5.349099039331729477e-01,6.048377875898032219e-01,7.233182539086334684e-01,4.127417155530404003e-01,5.556771795718007390e-01,3.246139742517665239e-01,5.276260655775336650e-01,6.397108380889514612e-01,2.000000000000000000e+00
5.624362203145375494e-01,4.301816297192790350e-01,6.610073408308789755e-01,5.873498441820239613e-01,7.922719699569613638e-01,4.685573495947881750e-01,6.239147432642042634e-01,5.390849455648535349e-01,4.735357651840180759e-01,4.810937059695123974e-01,1.000000000000000000e+00
4.391132498277213192e-01,5.120226170041843883e-01,4.930768505825025572e-01,7.057516684543376773e-01,5.603900836939016417e-01,5.277028786515077785e-01,5.158164318942977111e-01,5.536261316222010898e-01,3.969815177211315493e-01,3.451241948210749810e-01,0.000000000000000000e+00
4.862448972327116925e-01,7.144914484900052321e-01,5.174242419387792280e-01,6.246381561568774554e-01,4.205116066091286187e-01,6.041794330089285125e-01,5.883264952931280822e-01,4.141307235023148903e-01,4.477305265986959437e-01,2.547736005649261504e-01,1.000000000000000000e+00
5.837542148195463687e-01,3.392689072980659692e-01,4.582238348806735861e-01,7.225963601476360632e-01,3.833455822625664866e-01,5.166578717147157773e-01,3.959328411692563665e-01,5.761130155267590869e-01,4.310950836164716415e-01,2.671491187571219950e-01,0.000000000000000000e+00
4.979365754186223514e-01,5.400376462888230034e-01,5.502948696817543395e-01,5.675593361509337909e-01,4.907653950189693193e-01,4.168538968806529965e-01,4.265107890905490695e-01,3.717272811134220145e-01,3.133102045103035582e-01,7.237136815429930925e-01,2.000000000000000000e+00
5.509929083671705197e-01,3.937492262558660583e-01,4.681375283193772718e-01,4.078457635935758829e-01,2.583069473668568872e-01,6.228063756839566922e-01,4.258602629630792169e-01,4.245424954717091359e-01,7.013501783015211322e-01,1.477476241431034676e-01,0.000000000000000000e+00
4.430597767683033261e-01,5.015744093659948444e-01,5.865351623344869925e-01,7.215890728190038628e-01,4.749247752241287368e-01,6.492343202801524882e-01,3.901853911914504036e-01,5.389552893911008224e-01,4.980644251283301016e-01,7.301981300864881508e-01,1.000000000000000000e+00
8.429008840440054273e-01,7.554190400308251618e-01,4.097434541449085366e-01,4.729086773890935902e-01,5.848580033785850674e-01,7.727624022777201951e-01,4.690971111339578559e-01,6.652364442477747275e-01,3.527144064213150187e-01,2.552638456598887995e-01,1.000000000000000000e+00
2.912691641906237638e-01,7.766652111994628571e-01,2.840891184006333336e-01,4.184754839957788852e-01,5.206941205795442285e-01,5.602739899765224463e-01,7.451342758130014010e-01,3.620754398977698574e-01,5.314911519568500387e-01,3.292324030515655919e-01,0.000000000000000000e+00
4.676490936140317856e-01,4.660086061323038820e-01,4.710623783927671004e-01,4.814873774181198662e-01,5.223914335160820821e-01,6.453783621625616140e-01,5.420492914340340196e-01,5.022257088590227347e-01,4.201584565165160101e-01,3.271100194413950613e-01,0.000000000000000000e+00
6.439310952511111408e-01,4.003490342905511867e-01,5.363640489545282719e-01,7.607956454052838824e-01,7.973539906000446376e-01,4.153318965068235058e-01,5.518812896508674681e-01,9.911384306619515361e-02,3.746980291113544137e-01,3.492548838995386817e-01,1.000000000000000000e+00
